,text,label
1923, bekame mukhya mantriko kukarmako bare kharchieka shabdaharu utkarista. tar yasta nalayak neta mantriharuko lagi kahilesamma yasari samay dine rabi sara.,0
1924, ab balen dai sang hamro rabi dai pani uthnu paryo hami janatako sadhaim sath hunechha❤️❤️❤️,1
1925," Kailali ma bigat 2.3 mahinama,, daralagdo ghatana ghatana haru ghatiraheko chhan ,,, gaun ghar ma basna daralagdo awastha aaisakeko chha,, prahari prasasan le ke herera baseko chha,,,, hatyara lai aajaiban karagar chalan gariyos,,,",0
1926, mantri ta mantri tar pashu kati majja lauchh sunna pani😆😆sahi bhannu bho rabi dai hajur lai salam chha 🙏🙏♥️♥️🌹🌹,1
1927, desh yasto halat pugda pani janata aakhir kin chup chhan nepali janata nabolnuko karan kehola yasari janata chup lagne ho bhane netaharu ta jhan matin lage ta gathe,0
1928, 👈dherai nai ram्ro chha prastuti rawi sar 👌 sathiharu yata pani bhijit garaun🙏,1
1929, samman chha rabi sar ani hajur ko tim lai,1
1930, namaskar rabi sara.🙏🇳🇵kati chittabujhdo kura garnu bhayo.,1
1931, he ram kati himmat ho rakshas haru eka manis lai rukh ma bamdhi nango pari ghanti katne himmat rakshas hun phansi dinu parchha...😭😭,0
1932, karyakram bhanda pahila hajurako prastuti atyantai mahattwapurna lagchha .bal ta garirahanu bhaeko chha.yae deshama sachcha wyaktiko kati kadar hunchha ra? hami sada hajukae sath sapartama chhaai.hardik dhanyawad chha.,1
1933," Hats off Rabi !yi luteraharu yati nirlajja chhan ki, jati bhane pani kehi hunewala chhain . ab ta janata le sidhai karbahi garnu pardachh",0
1934, hain kailalima yasari kin hatya haru hundai gairachh .suraksha kam bhayako bhanauki hatya garne hatyara haruko dada gariri ho yo.😭😭😭😭😭😭😭😭😭,0
1935, Morangma je garnu bhayo dherai ram्ro garnu bhayo,1
1936, sabaile aa-aaphno thaunma yasari nai neta harulai aaphno thaunma kei nagarne netaharulai bahiskar tatha ghachaghachaune garnu parne hai!,0
1937, bihanai bistara batai rabi daiko karyakram herda uhako josilo abhiwyakti le yesto jadoko pyaro nindra pani kahan janchha kahan. salute rabi dai.,1
1938, jasari bhaeni hami pidit le chadai nyay paunai paro🙏😓,0
1939, 👈dherai nai ram्ro chha prastuti rawi sar 👌 sathiharu yata pani bhijit garaun🙏,1
1940, jahan kawi pugdain tyahan pugchha rawi katarabat herdaichhu. ma sagai koko hunuhunchha ho?,2
1941, damadar rabi sar 🙏✌✌❤ yo chara/ pamch minat sunirahu jasto ...,1
1942, ao mai gad rabi daiko akros dai ab ta kehi garnai parchha maidan ma aunu,2
1943, rabi ji ko karyakram sadhai nai uchcha stharama hunchha kinaki niswartha bhawana ra desh ra janata pratiko chinta nai unko prathamikata ma parchha ra ajhai kada bhaera betithi ko jaro ukhelnu hunechha.,0
1944, nepali man,2
1945, sachet 1 num pradesh yuba tatha janasamuday haru salama🇳🇵,1
1946, bagamati pradeshako sarakarako mukhya mantri jasta bidhipaddati phalakne mantrilai satama puryaunnama bigatama samarthan chahi rabi lamichhaneko pani thiyo hai hamile samajhiraheka chhau,0
1947, sidha kura naheri nindrai lagdain bhanya rawi sar ko panch minet ko damadar prastuti kada nai hunchha ❤️❤️❤️❤️,0
1948, rabi dai ko pahilo 5 minet ko damadar prastuti nai kaphi chha rabi dai kati aant ra himmat chha bhanne.,0
1949, badhai chha rabi sar lagayat sampurna tim lai nepali san man bhaeka hirae mahanayak hun,1
1950, rabi sar yo hatyako pardaphas hunuparchha,1
1951, rabi dai ab sidha kura karyakram haptama 3 patak matra nabhaera dainak rupama prasaran garnuparyo.🙏🙏,2
1952, rabi daiko ‌‌‍5 minetako damadar boli sunda aananda aaune sathi haru yata hajir hum 🙏🙏🙏🙏🙏🙏🙏🙏,1
1953, tesai hot rajemdra liड़delle gauma netalai chorabhanchhan bhaneko kamai choragaresi ke janatale choranabhanera neta bhanchhanta,0
1954, desh tatha widesh bat sidha kura nachhutai hernuhune sampurna darshak mahanubhaw haru aaunuhos hami sag jodinuhos dhanyawad ahile katara🇶🇦 dekhi herdaichhu,1
1955, rawi dai ko phyan koko hunuhunchha yata hajir haum ta🙏♥️🇳🇵,2
1956, agadi pachhadi nagari lagatar herine ekamatra 🌶️🌶️karyakram sidhakura 🇳🇵🇳🇵jay nepala.,2
1957, hajurako yo damdar aawajale chhuttai kisimako urja milchha🙏❤️❤️,1
1958, suruwatako 5 minetako prastuti kya damadar chha rabi dajuko pashu-mantri .......wahan kya maja aayo ...pashu-lai pashu-bhannu kunai galti chhain yahan.jay rabi jay desh ..,1
1959, chahiyo chahiyo chahiyo ....yo deshako sab netaharulai goli hanne manchhe chahiyo .,0
1960, sabai telibhijan herchhu tar yasto dekhaun rabiko sidhakurale matra garchhu aru telibhijan sab jhole hun jasto lagchha,0
1961, sanghiyata kharej nagaresamma yastai lutatrantra machchairahanchhan sabaile palaipalo,0
1962," deshale khojeko manchhe ho tapai aaha kati ram्ro kura ani kam aagami dinam pradhanamantri hune pakka badhai chha,,rabi sar",1
1963, Oh my god...hajurako himmat pashu mantri 🤣🤣🤣 khub majja aayo rabi sar,1
1964, sahi bhannu bhayo rawi sar ❤️❤️❤️,1
1965, bolima dam chha rabi dai🙏❤️🇳🇵,1
1966, rabi dai tapaiko big phen ho ajhai ram्ro gardai janu hola hami sabai tapaiko sat ma chhu,1
1967, sida kura karyakram herna chhutai majja auchha.,1
1968, yi chhaeterajale desh lutera sakne bhae,0
1969, rabi sar pradhanamantri na bhaesamma yo desh ko muhar pheridain,0
1970, nepalako pradhanamantri rabi sar hunuparchha .,2
1971, rabi sarale jati ghokro phutni gari karay pani kehi bhayan ab ke garni hola ra nepal aamalai bachaune hola,0
1972, hariday dekhinai dhanyawad rabi sar,1
1973, yasaigari sadhai garib ra piditako sathama rahanuhola,1
1974, deshabhakta pande,1
1975, rabisar tapaimko aajako 7minet sarai ram्ro gayo yae Bagmati pradeshako mukhyamantri pandele pandekhanadanakae beijja garyae nalayak le rip matra bhanchhu ...,1
1976, 40 din pahila bhupendra baduwal ani ahile arjun ko tyahi thaunma ...ke herera baseko chha polis prasasan ... marneharulai rajanitik bachaune yasto chha desh ko halat,0
1977, samghiyata asaphal garna aru kohi chahidain . yinai janapratinidhiharuka gatiwidhiharu kaphi chhan . pablik parsa (kara) ko durupayog wiruddha sabaile pratikar garnuko biklap chhain .,0
1978, hajurako prasatuti jahile pani damadar rahanchh🙏,1
1979, samghiyata ra ganatantra ko lagi pratyek nepali janata bechinu parchha bistarai mantri ra neta palnalai kahile jagchhau bheda ho ki phaleko haddi chuserai baschhau?,0
1980," desh yasari dinakhahadai lutida pani ab sahi samay aepachhi bhandai kati barsha patrakaritama rumalinuhunchha rawi ji??ab dhila hun lagisakyae,,plz go ahead",0
1981, wow rabi dai🙏🙏🙏❤️❤️❤️i am so proud of you sir❤️🙏🙏🇳🇵🇳🇵🇳🇵khasama bhagawan hunuhunchha bhane hajur jastai 9 jana matra aru hunuhunthyo .😪😪😪😪malai dherai kehi bolnu chhain sar😪🙏bas mero najarama hajur bhagawan ho sar🙏🙏🙏,1
1982, wa.surukae bhanai aam janatakae aawaj hae rabi sar .salam chha🙏🙏,1
1983, durghatanama parera marityu bhaeko manchhe kae bhidiyo herda aashunai nyay napae rabi daiko ma janu bhanne jae bhidiyo ma sachchikai nyay pakae herna pau,2
1984, rabi dai le desh chalayako herna man chha !!🙏🙏,1
1985, sidhakura naheri nidanai lagdain,2
1986, salot chha rabi sar hajuralai,1
1987, jay nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
1988, uttam dahal ko tim le uthaeko kadam sahi chha sampurna nepali ab uthnu parchha ra ab yasai gari bahiskar garnu parchha sahamat mero tarpha bata...,1
1989, chet bahadur balampaki magar,2
1990, Good news today . rabi saralai dhanyawad .,0
1991, shuruma bolne pamch minet le mero pani ragatanai tatyo gud rabiji ab pradesh na 3 ka janata le tyaksa bahiskar garna parchha,0
1992, namaste sar .tesaile deuba sarakar aaunu bitikai nepalama harek thokako mulya badhaeko chha.kahile nepaliharule kar tire bapat sukh subidhako sato dukh ra mahagi sibay kehi paun sakenan .ab nepalama netaharulai gaun nidsed ra bhot dinu banda garaum yo bhanda arko wikalpa chhain deshako hit ra janatako hita.,0
1993, namaskar 🙏🇳🇵rabi dai ma pani suru garem sidha kura herna stet of qatar bat,2
1994, bagmatika mukhyamantri urpha pashu lai dieko dailag halasammakai utkarista dailag ho.,1
1995, gunda garati ra hatya himsha dherai nai bhayo nepalama . ab yasto garnu paryo taki hatya garnulai dherai patak sochnu badhya hunchha pakka manchhe bhanne kura Thaha pae pachhi rod ma liera yo chai yo karanale esto gareko bhandai pura nun khursani halera janata samu liera marnu parchha,0
1996, bhastachariharulai ab ke garne ho ? mukhya mantrilai kalo maso launu parne dekhiyo .👍️,0
1997, ab TikTok mantralay ko lagi aawaj uthau rawi sir,2
1998, itihasamai kunai raja_maharajadhirajaharule nalieko sewa-subidha liera nepal janatako ragat chusera ab rajanitik byabasthabat yo tarikale kunai pani halatama desh bikas ra janatale nyay paune wala chhain ! kathai mero deshako awastha-byabastha!,0
1999, hatya garne kasailai pani chhodnu hunna jiundai jalaunu parchha,0
2000," ab arko hapta bat da bhwais kidsa ko laibh raunda suru hudaim chha malai ajh dherai hajuraharuko sath ra sahayog chahieko chha ma aashawadi chhu hajuraharule malai bhot garera bharapur sath ra sahayog dinuhunechh .🙏❤️🙏,,",1
2001, rajanitima neta bhanaudaharu gunda bhaera nai khate laphangagaru jogine bhaeko chha. yi hatyara khate laphangaharulai praharile goli nahanesamma narokinebho.,0
2002, laun yasta chor haru lai Thaha paunda paudai kehi nagarni hami kasta lachar sathi haru ho ab yasto chor haruko gulam garna chhodera gaun pasna nishedh garau.,0
2003, rabi dai nyuj 24 bat pahile karyakram suru hunda phesabukama laibh herinthyo ahile tapailai phalo tapaiko chyanal saskraib garieko chha tar pani laibh natiphikesan aaudain yo bhanda pahile pani riporta gareko thie samasya ke hola bujhnuhunele janakari garaunuhola dhanyawada.,2
2004," rabi ra apil jastai patrakar jamma 14/15 jana hunu bhane, man kasam desh banin 5 barsa pani lagne thiena",1
2005, majjale danak dinu bhayo dai.,1
2006, chor harulai.,0
2007, aaj my lord jiwanabhari pugne gari dinubho dai!bujhnelai sharikhanda nabujhnelai khurpako bid bhanchhan !hamra pashumantarilai pani yahi ho!hardik sraddhanjali mukhyamantri !,2
2008, ahileko karishi mantri lai sarwajanik thaunma bolaera biu ra mal napaunu ko karan sodnu parchha.,2
2009, samman chha rabi sara🙏🙏🙏❤️❤️🎂🇳🇵🇳🇵🇳🇵,1
2010, rawi dai mcc ko barema pani kura uthaunu paryo desh bechna lagisakyo ...,0
2011, yastai neta ra mantrile garda nai janatale chor aayo chor aayo bhanchhan janatale,0
2012, aadaranaiy rabi lamichhane dai yi huran netaharu le bigare ra bechna pani lagisake yi dalalal hunara netaharu nepal bat lakhetnu parchha,0
2013, 🙏🙏namaskar rabi sar hajur lai dhanyawad chha😍😍👍️👍️👍️👍️,1
2014, subham chhetri gaunle,2
2015, 🙏🙏🙏🙏🇳🇵🇳🇵🇳🇵deshalai hajurajasto manchheko khancho chha rabi dada 🙏🇳🇵🇳🇵🕉️,1
2016, pashuharu prati parna gaeko asar prati kshamaprarthi chhu.,0
2017, pratyek nagarapalika / pratyek jillama bikas birodhi chor neta bahiskar garne abhiyan deshabyapi rupama garnuparne dekhinchha .🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,0
2018," paisa kamae aaphno bhagyale kamae,dukh paunchhan ani samjhanchhan rabi lanichhane.",2
2019, bideshama basneharule nai ho desh ra janataharuko maya garne .,1
2020, hajur ko boli ma dam nabhako hoin dami chha hajur aaphno khyal garnu hola jhole bat kehi hun sakchha ab kalakki ko sasunal yatayat karyalay ma pani janu hola,2
2021, rabi sar ganatantra ra samghiyata bhaneko yahi ho.lutna sake lut natra lutna napay parti phuta.,0
2022, eka damai ram्ro kura uthaunu bho rawi dai ❤️❤️❤️❤️❤️ hajurako sabai timlai salam chha ani ajhai pragatiko kamana,1
2023, bolima dam chha rabi sar 👏👏👏👏,1
2024, yo bharat ra nepal ko lagi pani pasporta ko sistam chhittai sarkarale banaunu parchha taki kunai pani apradhi haru phutkin napaosa.,0
2025," rabi ji sarwaprathamatah namaskara🙏🙏🙏🙏tapaimko yo ""sidha kura"" karyakramama wishesh kura janakari garaun chahanchhu ?",1
2026, rabi sarasang bhrastachar neta ko garai phatachh laiphama bolan,2
2027, lo ab suru gariyo sidha kura herna khadibat phalame khat mathi basera,2
2028, rabi lamichhaneko yo prastuti prati salama chha 🙏🙏,1
2029, dhikkar chha hamra netaharu ho! timiharu ko rajaniti nangai bhaisakyo. prachanda ji yasaika lagi thiyo tapaiko sarwaharawargako rajaniti? mantralay thapi thapi mantri banauna?,0
2030," dhanyawad rabi dada thag ,dalala,bhastrachari, ra desh bechne neta haruko mukh banda hune gari bolnu bhaeko ma, hajurako sadhaim yastai garib dukhi ko lagi sath dindai aawaj uthaunu hami sabai nepaliko sath sahog chha, dherai dherai dhanyawad ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1
2031, Galaxcy 4k bat sabai ghatanako khoji hunchha tar mcc bare kehi khoji niti hudain | karan keho rabi sar,0
2032, yati bhanda pani kehi dimagama ghusen bhane dadu ko pani ma dubera mare hunchha . neta jan ...,0
2033, sabaijanalai namaskar 🙏,1
2034, sadabahar yastai damadar aawaj sunna pairahu tima❣️😍🙏🙏,1
2035, chor neta bhaaisi estai hunchha nepalako purai thauma tyastai chha halat bhastachar le bhalipurana bhaaiko desh nepal iwanharu khadima netaharu challo gadima,0
2036, asal byakti tapaim sadhai yasari aruko wishayama boldai base pachhi ab desh bikash kasle garchha rabi sar aaunu paryo kunai parti ma🙏🙏🙏🙏🙏🙏🙏,1
2037, aaj ko 5 minet ta majja le dinu bhayo ni dai😋🤗,1
2038, deshabhakta pande,1
2039, rabisar tapaimle unako pariwar mathi nyay dilaun din rat eka garidinu haela dhanyawad ...,1
2040, 😭😭😭😭😭😭😭kin yati dherai hatya hun thalyo dhanaGadhima harek bela katinchhna aam yuwa yuwati haru kin,0
2041, nepal jasto kam aay srot bhaeko deshale samghiyata dhanna sakdain tyasaile abako nirwachanama samghiyata kharejiko mudda uthaunu parchha .,0
2042, dherai ram्ro chha karyakram rabi sar lagayat all tim lai namaskar,1
2043, ab sabaile linden lai jitau des jogau,1
2044, desh gathabandhabat chalnu nai mili mili desh lut garnu he,0
2045, bolima nai goli chha rabi dai!!,1
2046, salam chha rabi sar lai🙏🙏🙏,1
2047, hatyara danaw saitan rakshas harulai sidhai goli hannu parchha nepal pulis,0
2048, kahile samma yi netaharuko dadagiri chalne hola nepalama? hamro karale kahilesamma rajai garne ho? kin nopalijanataharu chupachapa!?,0
2049, shuruwat kae bhanaiharu sahi hae .m rajanaitik karyakarta merae parti kai neta le garekae bhae pani ghaera rastraghati kam hae .,0
2050, yasta kliera nam manchhe kura satya tathya hudahudai pani karwahi gariena bhane nepalako kanun pulisaprashasan sabai kolyapsa garde hunchha tyasari nai kate hunchha sabai nepalama kam chhaina..yasto kamjori chhya.. kanun pulis yasta ..,0
2051, jab samma hatyara lai phasi garne niyam kanun bhandain tab samma yo desh ma yastai chalirahanchha.,0
2052, gajjab nai dinu hunchha rabi sara.sune po pasu mantrile.,1
2053, manadekhi salam rabidai,1
2054, samman chha rabi sar,1
2055, namaskar rabi dai🙏🙏♥️♥️🌹🌹👌👌🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
2056, ab harek chhetra ra jilla bat yi bhatuwa chor harulai pratibanda lagaunu parchha |,0
2057, jati samsad (chor ) haru chhan tetinai mantralay banaunu parchha hai.,0
2058, pashu mantri bhaneko sunna man lagyo hai malai ni 😄😄😄,1
2059, ati nai ram्ro samachar,1
2060, namaskar rabi sar hajur lagayat sampurna timalai dherai dhanyawad chha .🙏🙏🙏🇳🇵🇳🇵🇳🇵🌺🌺,1
2061, ye aachi khane mantri yeti bhanda pani timro kan ma pugeko chhaina ? thukka kasto mantri ho yesto sala chor bhrastachari mantri . damdar parstuti rabi sar slyut rabi sar,0
2062, 2/4 shabda makune lai dinu parne thiyo.mukhyamantri le gareko kam ko jawaph makune le pani dinu parchha.,2
2063, hirday dekhinai naman rawi sar,1
2064, Gaurb gautam,2
2065, rabi dai hai hai 🙏🙏,1
2066, rabi sar ko karyakram damadar chhan sara.,1
2067, rabi dai malai halka manapareko neta ma da. shekhar koirala man parchha yo show ma bolaunu na hai rabi dai,1
2068," damadar bhanai sara, tar yi laj pachekaharulai jati bhanepani pharak parnewala chhain",0
2069, aacharyako mirtuko karan sadntradda koriyako bachanale mirta bhaeko ho bhanne samka garna sakindda,0
2070, bolera kam nagarne netalai gaungaunma bahiskar jaruri chha .ram्ro kamako suruwat bhayo khu:shi lagyo .,1
2071, hami sabai ko awaj hunuhunchha hamro rabi sar,1
2072, jindagi ko laksya Kailali ghumne aaj bat sakiyako chha mero 😪😂😂,2
2073, rabi sar hajur rajaniti ma aaun parne bhayo,2
2074, jiban chamlinga rai,2
2075, salam chha rawi sir,1
2076, rabhi sar jyu hajur ko timko hajurako nambar skarin plet ma pani huna pareu 👌💗,2
2077, aam nepali janatako darilo aawaj rawi dai,1
2078, nepalaka chor netaharule khae desh khai kasto dinama janma lieko rahechhan .,0
2079, rabi sar Pyuthan ma hatya bhaeko aaj dashau din huda pani kunai pani mirtak ka paribar lai nyay ko kunai kadam chaleko paiena hajurale riportarsa garnu parne bho mirtak mohan mahatara,0
2080, dherai ram्ro garechh yuwaharule neta bahiskar hain sidai pet bharuwa neta haru jati lai harek gaun bat kalo poti bhagae matra ram्ro 😍😍samman chha ti yuwa lai,1
2081, yasto khattam chha nepalako rajaniti!!! mantralay ra mantri matra badhaeko chha tar bikasako kam chahi hatama lagyo sunya. thukka dhikkar chha.,0
2082, nepal ma kukhura ko challa ko mol chha tar manchhe ko chhain nyay paun ta kurai chhodidim🤨😪😪😪,0
2083, ganatantra murdawad,0
2084, panch minet ko epishot damadar 🇳🇵🇳🇵🇳🇵🙏🏻🙏🏻,1
2085, rabisar ab rajyale hamrae ragat chusi sakyae janata jati raedama mantri haru rajaima kasle suni dine ra......,0
2086, Butwal ma pani chhitobhanda chhito ehi abhiyan lyaunu parchha,1
2087, Sabailai dukh na hos bhanera ekai thanuma sabai mantralay rakheko hola🤭🤣😂,2
2088, ab phasi ko kanun nabanay dinhu yasta ghatana bhairahanchhan ati bho,0
2089, sundar sudurapaschim,2
2090, rawi sar ko 5 minet ko karyakram nai kaphi chha,1
2091," wideshi #Comfortable sarakar chha, bharatiy shaktile dieko aashirwad le baneko sarakar chha, jogi lai nepalako sukumbasiko jagga khosera dieko chha, bholi Modi aayo bhane Darchula ko chhangaru pani upahar ma dinechh tyasaile kalapani ko barema maun chha. desh ma jatatatai aarajakata betithi badhi raheko chha. mulyabariddhi le sima naghyo.",0
2092, rabi dai namaskar .dai mcc ko bare pani kehi sandesh dinu na plz.tapaim ko news naheri nidra nai lagadaina...,2
2093, sidha kura hernu ab suru garnu paro🙏🙏🙏🙏,1
2094, aru sabai thik chha rabi sar ani hajur le MCC ko barema bolnu bhaena hajur ???,2
2095, bolna sakne manchhe patrakarita garnu parne aru ko ke kura janata le hai hai rabi dai bhanda ta mero kam kayakarita ho bhanuhunchha aruko ke kura😥,0
2096, rabi sar le hami jasto garib dukhi asahay dukh ma pareka harek nepali lai sahayog gardai aaunu bhako chha .yo sab garna aarthik ko pani aabasek parchha tesko lagi hami sab nepali daju bhai didi bahini sab le thorai thorai bhay ni sahayog garna parchha rabi sar lai ajhai aat sahas ra daro kharo banna madat pugchha .💞💞💞💞💞💞💞💞 i really love you rabi sr,1
2097, sida kura atinai samay sapekakshit chha yo karayakramale samaj ra bethitiko khabaradari garan ati mahatawapuran bhumika kheliraheko chha . rabi daile sano thulo kuraharu Sabailai saman mahataw diera parasatut garanu nai yo program ko speciality ho .,1
2098, ram्ro manchhe lai daib lagi halchhan ki bhagawan dekhi sahann ho,0
2099, rabi sarako bolima dam chha 🇳🇵🇳🇵,1
2100, jat tatai hatya hinasa bhastachar dalal badhnu mukhya karan hae rajaniti . rajanitikae adama je pani garna lagyae nepalama . pulis ra adalat darauchh rajaniti sanag ani gariw pididale nyay kahan bat pauchh .,0
2101, samghiyata kharej garnu parchha natra chhote maharaj le janata lai kumgal banauchh,0
2102, aaj chi suruko sarai kadaaaaaaaaaaaaaa aayo daju 🙏🙏🙏,2
2103, bhalulai puran sunay jasto ho nepal ka netaharulai ..... marna lagya lede budaharu bat ke aasha rakhnu,0
2104, chhi jata here pani samsiyai samsiya nepal ma kasto durbhagya hola nepali haruko,0
2105, pashuharulai pashuko gobar khuwaunu parchha.,0
2106, hamrai palama desh banaun chahane ko ko hunuhunchha hajir garnus hai.,2
2107, nalayak sarakar ra nalayak kanun dui char paisama bikne kanun chha hamro nepal deshama,0
2108, yo gathabandhan bhanda ta kepi oli kai sarakar sat pratishat sahi thiyo ni hain ra janta ho???,1
2109, raja lyau desh bachau. bidesh bat yubale lyako 1botal rausi ra 50 gram sunako lut banda hos . dhanyawad,1
2110, are ba kya gajab ko kura garnu bho daju😃😃,1
2111, good pasu mantri 🤣🤣,2
2112, lutatantra ra gadatantra bhane kai yahi ta ho . pahile eka raja thie ahile hajaraum chhaete raja chhan .,0
2113, sidhakura nachhutai herne jati eta 🙋‍♂️ hajir garum ta !,2
2114, rabi dai euta् kura sodna anumati mage mcc barema kin bolnu hunna .,0
2115, pasu mantri lai salam 🙋,2
2116, kathamandau prahari parisar ko prawakta nai chor jasto lagyo,0
2117, kasto kasto jawaph dinchha yar,1
2118, yasto mahatwapurna kuralai lasta ma rakhera samay abhab bhanera tarkin khojda katai sanchar madyam le ta tinai bharsatachariko paristaposan ta gareko chhaina?,0
2119, desh kasari banaune netakaryakarta lai kasari delit garneho tyo upay bikalab khojau,0
2120, jay sidha kura,1
2121, rabi daiko lagi mero jyan pani hajir chha ..,1
2122, yastai hunchha hamrolai chunepachhi ab raprapa lai jitau ani hunchha bikas,1
2123, yo biubare riporat kunai jilla bat ayo hola tar pura 75 jillama ehi hal dda partyak byakti pidit ddan bhanna nasakeko matra ho,0
2124, kar bahishakar garau harek haptako 4 din kinamel nagari desh ma ghushiya netalai moj masti garna nadiu,0
2125, rabi sar telibhijan ma tapaikae ajiban bhar karae pani kai hunewala chhain,0
2126, salam rawi sar,1
2127, sundar sudurapaschim,1
2128, hatyara phasi nai hunu parchha bhanne jati yata ✋✋,0
2129, namaskar rabi sar damadar shuruko 6 minet jadabahek 6 lakh ani garibiko haribijog ?,0
2130, balla phursad paiyo sidhakura herne taim,2
2131, samman rabi sar hamro bhaguwan haum,1
2132, neta bhaneko desh wikasako bhoko hunupardachh gorkhama gaera hernuparchha daktar baburam bhattaraile gareko wikas ani Chitwan gaera hernuparchha kamred meyar renu dahalale gareko wikas baki sabai janata mara luteraharu hun,0
2133, rabi bhai salam chha,1
2134, mitho bhanai rabi sar,1
2135, Kailali😭😭yo ghatna garna lai ghanti nai retanu parchha sapai samajha ko agadi jiundai aago launu parchha yo maha aparadh ho yasto aparadhi pirthiwima rahanu hundain nepal ko kanun bhaena dinaka din yasari ghatana ghatda ni mahun huni sarakar kasto sarakar ho abo gaunle nai yasta aparadhi lai sajae dinu parchha hal doha katar 😭😭😭,0
2136, mcc ko barema pani kehi bolnuhola please,2
2137, salam chha rabi dai.,1
2138, suruwat ko ekadamai chitta bujhyo .,1
2139, jayaNarayan rabi sar,1
2140, sidha kura....?herna suru gariyo hai malesiya dekhi,2
2141, swad le bhannubhaye 😂😂,2
2142, pashu mantri bhanda pashu prati hun gayeko annya prati chhyama prathi chhu😂😂😂wow bujnele jhundera mare hunchha😂❣️❣️❣️❣️❣️,0
2143, salam chha rabi sahar,1
2144, 6 mintko damdar lagne jati hajir hau,1
2145, sar hami hajuraharu samg kasari samparka garna sakchhaun.,2
2146, jay nepal rabi sara🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
2147, hanyo hai hanyo rabi dai le danak hanyo la,1
2148, hajuralai nepalaka sabaika priy bhagawan sri pasupati nathale sadhaibh rakshagarun rabi sar,1
2149, samghiyata kharej garnai parchha .,0
2150, salam chha rabi dai,1
2151, manchhe chhanne bidhi lamo yojana dhikuti 0 banaera,2
2152, ghuॅda tekaune hoina.,0
2153, rabibhailai mero samman,1
2154, chhoterajaharule tahasanahas banae 😰,0
2155, yi rastraghatiharukae kam desh lutne janataharulai duhkh dine bideshikae agi lampasar parne ani uniharule bhanekae kam dilaejyan diera garne yastai kamaka lagi bijnata hasil garekachhan .,0
2156, hatyaralai phansi diyo bhane kasaile kasailai hatya ta ke chhuna pani sakdaina,0
2157, rabi sar bolesi chor neta haruko hausale thaunai chhodachh sidha kura tim lai dherai dherai subhakamana chha,1
2158," to nawaniyukta mantri rajindre le yo shuruko 7 miletako bhanai sunyo ki sunen hola ? dama,haisiyat ra lyakat chha bhane rawi sar samg bahasama utrera dekhaos ! 🤨",0
2159, yati nagare bhagabanda ma lutatantra kasari hunchha ta ab ta bujhiyo hola,0
2160, ani tyo phon nambar le pata lagchha hola ni sar kaha chha bhanne kura.ani jasako nambar ma phon ayo tyasale pani kampilit Thaha hunchha jasto lagchha,2
2161, dosi lai kada bhanda kada karabahi garna mag gardachhu,0
2162, rabi le yasari ghatiko nasha phulnegari karae ra chichyako herera shunera malai rabiko swasthako chinta lagyo aab rajanitima nai nautari desh ra janatako sewa hune dekhdaina.neta bahiskar garera mari kehi hune wala chhain chunabako belama janatale birsi bhot pheri lal bahadur lai nai dinchha.lal ba. bhanchha birodhiharuko kam ho bhanchha tesaile dilli ko mukhya manrii jastai phohari rajanitima rabi haru jasto maidanama utarin jaruri bhaisyo dhilla nagaru.neta chor bhandat pachae yiniharu sag maidan ma nai aaun jaruri bhaisakyo.,0
2163, jabasamma netakae juthopurae(disapisab ) khayera pariwarakae palanaposhan garchhan netaharukae rajain bhaihinai rahanchha ra bhaeko pani yahinaihae.lingadenale bhanekaepani yesailehae.,0
2164, basanta paudel,2
2165, jasari bhayani dinu pachh yo oda adhyaksha le,1
2166, yasto👆 stin hannu paro ke daju!,2
2167, e rabi dai tapaim nyuj chhodera indi ko AAP jastai parti kholnu hos .ani Bagmati pradeshako si ema bannu hosa. #wearesupportyou,1
2168, yo mukhya mantri madhaw nepalako hoki thukka karma. yastalai kehi karabahi hunna. thukka thukka thukka.,0
2169," dai kahile kahin ta ram्ra kam ka kura pani garaum na.,",1
2170, rabi sar hajurale yamasisi ko birodhama kin bolnu hunna karipaya boldinun,0
2171, namaskar rabi ji,1
2172, sabai le melir yastae kura garnu pardachh,1
2173, manoj nam ko aparadhi lai phansi hunu parchha,0
2174, yo ghinalagdo harkat kahilesamma ho ?,0
2175, bolnu hundain,0
2176, ati ram्ro kam gare jantale salam chha,0
2177, gaun gaun bat lakhetna parchha chor neta harulai😡,0
2178, rabi ji ram bahadur aacharya le chado nyay paun tyo pulis ko sp ho ki dsp ho jhut bolirako chha tyasle samiti ko paisa khayar boliraheko chha,0
2179," maile euta bhidiyoma 1 mahina pahile nai bhaneko thiyo Kailalima badhi jyanamaraharuko basasthan rahechhan bhanera . tyaha jasto chhuwachhut , wibhedakari ,murkhata aru thauma kamti chha hola . budhdatwako jnan ra dharma bhanne tyaha rahenachh .",0
